InstrumentID,AssetClass,TTCReportingRating,Model_Name, OutstandingBal ,InstrumentType,Def_Flag,PD_1_YR,Portfolio,Debt to Equity,Net Profit Margin,DSCR,Current Ratio,Asset Coverage ratio
2000156,NBK_GCC,B2,IBG,423.13,LineOfCredit,0,0.0024,IBG,32047,1.12,474,627,892785
2000136,NBK_GCC,Baa2,IBG,2820.87,LineOfCredit,0,0.0024,IBG,92854,1.23,492,733,184994
2000190,NBK_GCC,Baa2,IBG,2820.87,LineOfCredit,0,0.0025,IBG,65383,2.72,519,722,877972
2000191,NBK_GCC,Baa2,IBG,5755.99,LineOfCredit,0,0.0025,IBG,31511,1.22,428,690,649586
2000194,NBK_Kuwait,Aa3,IBG,1699999.9,LineOfCredit,0,0.0033,IBG,19572,4.64,334,527,850464
2000043,NBK_USA,Aa3,IBG,15715.47,LineOfCredit,0,0.0023,IBG,79966,3.1,403,676,950827
2000062,NBK_Egypt,Aa3,IBG,3463376.74,LineOfCredit,0,0.0032,IBG,46228,2.8,599,868,865056
2000050,NBK_GCC,Aa3,IBG,340668.62,LineOfCredit,0,0.0034,IBG,94560,4.02,448,649,925258
5000581,NBK_GCC_SAU,B3,IBG,2318608.39,Loan,0,0.0025,IBG,24856,1.48,350,839,819289
5000626,NBK_GCC_SAU,Baa3,IBG,1494773.94,Loan,0,0.0033,IBG,64912,1.18,171,802,615697
5000638,NBK_GCC_SAU,Baa2,IBG,45358.72,Loan,0,0.0024,IBG,32323,2.41,116,616,417576
5000733,NBK_GCC_SAU,Baa2,IBG,172812000,Loan,0,0.0023,IBG,93109,3.91,658,848,27045
5000826,NBK_GCC_BHR,Baa2,IBG,53000000,LineOfCredit,0,0.0056,IBG,20179,4.19,405,976,403730
5000911,NBK_GCC_SAU,Baa2,IBG,0,LineOfCredit,0,0.0025,IBG,87869,3.26,156,506,412973
5000932,NBK_GCC_SAU,Baa2,IBG,0,LineOfCredit,0,0.0022,IBG,87298,3.1,376,776,691528
5001002,NBK_GCC_SAU,Baa2,IBG,0,LineOfCredit,0,0.0024,IBG,34493,3.64,679,510,849525
5001004,NBK_GCC_SAU,Baa2,IBG,0,LineOfCredit,0,0.0022,IBG,67332,1.61,277,736,844032
1002310,NBK_Kuwait,Baa3,IBG,104063633.9,LineOfCredit,0,0.0078,IBG,12908,5.31,500,735,433160
1002480,NBK_GCC_BHR,Baa2,IBG,523499.12,Loan,0,0.0024,IBG,16021,3.02,549,523,980481
1002489,NBK_Kuwait,Baa2,IBG,0,LineOfCredit,0,0.0067,IBG,10894,3.28,585,527,61627
1002490,NBK_UK,Baa2,IBG,36422281.17,CRE,0,0.0074,IBG,41105,1.78,479,667,557286
1002494,NBK_GCC,Caa2,IBG,25000000,Loan,0,0.0112,IBG,80336,2.37,644,936,660284
1002495,NBK_Egypt,B3,IBG,30000000,Loan,0,0.0101,IBG,47614,4,338,510,117855
1002254,NBK_GCC_BHR,Baa2,IBG,1158686,LineOfCredit,0,0.0025,IBG,61917,2.77,478,695,189521
3002252,NBK_GCC_ARE,A2,IBG,581581.35,Loan,0,0.0043,IBG,55805,3.26,513,955,34101
3002268,NBK_GCC_ARE,Baa1,IBG,1050756.8,Loan,0,0.0054,IBG,98547,1.81,566,670,635088
3002270,NBK_GCC_ARE,A2,IBG,712460.67,Loan,0,0.0043,IBG,87656,5.97,254,612,752222
3002276,NBK_Kuwait,A1,IBG,262500,Loan,0,0.004,IBG,18957,3.72,353,843,766987
3002870,NBK_UK,A2,IBG,20.44,LineOfCredit,0,0.0046,IBG,74919,4.11,302,946,822876
3002986,NBK_UK,Aa3,IBG,500000,LineOfCredit,0,0.0032,IBG,53585,1.5,374,976,530030
3003017,NBK_GCC_ARE,Baa2,IBG,2431,LineOfCredit,0,0.0031,IBG,72528,4.41,249,849,486862
3003026,NBK_GCC_ARE,Baa2,IBG,144778,LineOfCredit,0,0.0027,IBG,79841,5.01,326,982,105988
3003067,NBK_GCC_QAT,A2,IBG,435670.52,LineOfCredit,0,0.0047,IBG,83353,4.47,358,599,681438
3003070,NBK_GCC,Ba3,IBG,150000,LineOfCredit,0,0.0093,IBG,45947,4.07,105,683,616518
3003086,NBK_GCC_ARE,Baa2,IBG,16523.46,LineOfCredit,0,0.0028,IBG,13698,1.49,353,575,825787
3003192,NBK_Kuwait,Baa1,IBG,500000,LineOfCredit,0,0.0059,IBG,97040,5.03,423,834,917084
3003246,NBK_GCC_ARE,Baa2,IBG,27229.41,LineOfCredit,0,0.0028,IBG,88889,5.72,451,710,190518
3003249,NBK_GCC_ARE,Baa2,IBG,13614.7,LineOfCredit,0,0.0028,IBG,20582,2.84,642,605,790134
3003250,NBK_GCC_ARE,Baa2,IBG,27229.41,LineOfCredit,0,0.0028,IBG,29113,5.95,432,618,288918
3003271,NBK_Kuwait,Baa2,IBG,20149.76,LineOfCredit,0,0.0029,IBG,86087,3.91,555,672,427822
3003272,NBK_GCC_ARE,Baa2,IBG,4901.29,LineOfCredit,0,0.0031,IBG,20123,2.03,294,902,677417
3003274,NBK_GCC_ARE,Baa2,IBG,538450,LineOfCredit,0,0.0028,IBG,21397,5.02,440,854,480697
3003277,NBK_GCC_ARE,Baa2,IBG,4193.33,LineOfCredit,0,0.0031,IBG,86135,3.35,419,974,502031
8001226,NBK_USA,Ba2,IBG,91650000,CRE,0,0.0055,IBG,43711,1.98,215,653,906461
9101519,NBK_Kuwait,Aa2,IBG,74818068,LineOfCredit,0,0.0003,IBG,75866,1.01,506,898,909847
9005037,NBK_Kuwait,Baa2,IBG,60961350,Loan,0,0.0073,IBG,76763,2.32,684,523,338406
8001322,NBK_USA,Ba2,IBG,30000000,Loan,0,0.0053,IBG,19514,2.41,532,618,665050
8001278,NBK_USA,Ba2,IBG,28150000,CRE,0,0.0055,IBG,51641,5.35,641,705,231979
8001553,NBK_USA,Baa1,IBG,24921381,Loan,0,0.001,IBG,85391,3.38,307,578,928879
9004888,NBK_Kuwait,Ba2,IBG,10376400,CRE,0,0.0104,IBG,25653,5.97,173,543,683673
9101541,NBK_Kuwait,A3,IBG,7765028,LineOfCredit,0,0.0053,IBG,46072,4.26,489,853,585732
6002416,NBK_GCC,B3,IBG,6347713,LineOfCredit,0,0.011,IBG,44017,1.39,335,692,117388
8001228,NBK_USA,Ba2,IBG,2965000,CRE,0,0.0055,IBG,69269,4.55,171,561,921048
8001251,NBK_USA,Ba2,IBG,39738316.95,CRE,0,0.0055,IBG,95050,4.72,145,669,989147
8001252,NBK_USA,Ba2,IBG,33000000,CRE,0,0.0055,IBG,69585,2.03,509,750,667995
8001560,NBK_USA,Ba2,IBG,51675000,CRE,0,0.0055,IBG,70127,3.94,648,873,135501
10001612,NBK_EU,Baa2,IBG,4968222,LineOfCredit,0,0.0013,IBG,26569,3.18,134,907,293444
8001256,NBK_USA,Ba2,IBG,4420000,CRE,0,0.005,IBG,29868,5.45,275,782,673372
8001257,NBK_USA,Ba2,IBG,15436022.73,CRE,0,0.0055,IBG,73567,2.11,491,574,691168
8001258,NBK_USA,Ba2,IBG,7875000,CRE,0,0.0055,IBG,19328,5,684,810,498354
8001259,NBK_USA,Ba2,IBG,20630000,CRE,0,0.0055,IBG,99697,3.11,437,616,634258
8001260,NBK_USA,Ba2,IBG,12000000,CRE,0,0.0055,IBG,80011,4.8,136,517,273541
8001281,NBK_USA,Ba3,IBG,36000000,CRE,0,0.0069,IBG,18476,1.25,692,794,977483
8001267,NBK_USA,Ba2,IBG,40000000,CRE,0,0.0055,IBG,27464,1.91,470,866,230638
8001268,NBK_USA,Ba3,IBG,25000000,CRE,0,0.008,IBG,53708,4.09,525,979,896804
8001289,NBK_USA,Ba2,IBG,18090177.62,LineOfCredit,0,0.0055,IBG,19688,5.78,367,503,919297
8001218,NBK_USA,Ba2,IBG,50000000,CRE,0,0.005,IBG,51704,3.61,414,523,212076
8001219,NBK_USA,Ba2,IBG,16875000,CRE,0,0.0055,IBG,48307,5.06,303,945,271339
8001274,NBK_USA,Ba2,IBG,4666666.68,LineOfCredit,0,0.0055,IBG,10505,2.54,161,920,141610
8001275,NBK_USA,Ba3,IBG,60000000,CRE,0,0.008,IBG,48653,3.57,231,792,153201
8001220,NBK_USA,Ba1,IBG,20475000,CRE,0,0.0037,IBG,20554,3.37,584,561,595293
8001276,NBK_USA,Ba1,IBG,19250000,CRE,0,0.0025,IBG,75287,3.88,383,590,853418
9101515,NBK_EU,Baa2,IBG,3795266,Loan,0,0.0013,IBG,88914,1.51,125,920,100981
8001576,NBK_UK,Baa2,IBG,3190653,Loan,0,0.0015,IBG,38054,5.71,555,559,723135
9101530,NBK_EU,Baa2,IBG,404611,LineOfCredit,0,0.0062,IBG,44950,2.5,327,821,435979
9005005,NBK_Kuwait,Baa2,IBG,324556,Loan,0,0.0069,IBG,55837,4.51,353,943,80995
6002313,NBK_Kuwait,Baa1,IBG,118849,LineOfCredit,0,0.0052,IBG,84821,2.41,689,760,281749
9101518,NBK_EU,Baa2,IBG,293,Loan,0,0.0013,IBG,78084,4.87,253,605,600552
10001617,NBK_EU,Baa2,IBG,0,LoanCommitment,0,0.0013,IBG,75112,3.42,262,695,630582
2000065,NBK_GCC,Baa3,IBG,252211.54,LineOfCredit,0,0.0039,IBG,22695,5,119,521,95371
2000175,NBK_GCC,Baa3,IBG,0,LineOfCredit,0,0.0039,IBG,10988,1.47,182,884,474167
2000177,NBK_GCC,Ba1,IBG,394922.43,Loan,0,0.0057,IBG,42891,5.53,415,606,690949
2000041,NBK_GCC,Baa3,IBG,304654.44,Loan,0,0.0035,IBG,65646,3.59,328,819,929994
2000025,NBK_GCC,Ba3,IBG,103893,Loan,0,0.0132,IBG,22547,5.48,435,789,738290
2000169,NBK_GCC,Baa3,IBG,103025,LineOfCredit,0,0.0043,IBG,19282,5.72,676,779,14743
2000083,NBK_GCC,B2,IBG,51210.33,LineOfCredit,0,0.0262,IBG,34041,3.93,242,556,93381
2000180,NBK_GCC,Ba1,IBG,642206.73,LineOfCredit,0,0.0057,IBG,27892,5.33,152,693,611665
2000182,NBK_GCC,Baa3,IBG,287812.99,LineOfCredit,0,0.0039,IBG,29219,1.51,178,594,212562
2000084,NBK_GCC,Ba1,IBG,54948.38,LineOfCredit,0,0.0056,IBG,55565,3.9,335,502,267599
2000188,NBK_GCC,Baa3,IBG,282100,LineOfCredit,0,0.0038,IBG,93344,5.88,131,551,359692
5000606,NBK_GCC_SAU,Ba2,IBG,76350.88,Loan,0,0.0082,IBG,52827,4.5,439,788,370074
1002348,NBK_GCC_BHR,Ba1,IBG,32049404.03,Loan,0,0.0074,IBG,98718,2.39,543,840,849519
1002377,NBK_GCC_ARE,Baa3,IBG,28586888.7,Loan,0,0.0034,IBG,34811,2.06,686,635,793087
1002387,NBK_GCC_ARE,A3,IBG,71374083.48,LineOfCredit,0,0.001,IBG,96057,5.12,465,528,745688
1002429,NBK_GCC_QAT,Ba2,IBG,21312017.9,Loan,0,0.0088,IBG,66722,3.35,322,833,899600
1002427,NBK_GCC_ARE,Baa3,IBG,12238390.38,Loan,0,0.0038,IBG,56931,1.84,254,563,262229
1002388,NBK_GCC_ARE,Baa3,IBG,6810311.81,Loan,0,0.0038,IBG,79225,1.09,363,923,329292
1002401,NBK_GCC_ARE,Baa3,IBG,20652331.32,Loan,0,0.0038,IBG,78344,1.05,659,674,353154
1002476,NBK_GCC_ARE,Ba1,IBG,55000000,Loan,0,0.0058,IBG,27525,5.04,651,955,454023
1002409,NBK_GCC_ARE,Ba2,IBG,26927611.68,Loan,0,0.0089,IBG,59241,2.29,154,674,607522
1002379,NBK_GCC,Baa3,IBG,15000000,Loan,0,0.0039,IBG,62738,5.91,315,929,967200
1002412,NBK_GCC_ARE,Baa3,IBG,124404757,Loan,0,0.0034,IBG,33156,4.08,332,697,233467
1002433,NBK_GCC_BHR,Ba1,IBG,33495145.65,LineOfCredit,0,0.0056,IBG,14783,5.99,663,963,453326
1002313,NBK_Kuwait,Ba2,IBG,125537082.2,Loan,0,0.0098,IBG,65298,4.68,163,981,362094
1002424,NBK_GCC_ARE,Ba2,IBG,21780833,Loan,0,0.0059,IBG,30912,4.92,137,688,988926
1002492,NBK_USA,Baa2,IBG,30000000,Loan,0,0.0039,IBG,44626,4.01,397,790,59113
1002258,NBK_GCC_BHR,Ba2,IBG,104858,LineOfCredit,0,0.008,IBG,94926,3.37,569,601,239771
3002357,NBK_GCC_ARE,Ba1,IBG,46800000,Loan,0,0.0062,IBG,14909,4.98,522,754,286211
3002367,NBK_GCC_ARE,Ba2,IBG,2812499.96,LineOfCredit,0,0.0089,IBG,24421,1.28,387,748,148559
3002369,NBK_GCC_ARE,Ba1,IBG,124595.1,LineOfCredit,0,0.0059,IBG,80464,1.89,364,712,520067
3002413,NBK_GCC_ARE,Ba1,IBG,88934.05,LineOfCredit,0,0.0067,IBG,79796,5.79,256,844,732897
3002426,NBK_GCC_ARE,Baa3,IBG,1701837.98,LineOfCredit,0,0.0046,IBG,73582,5.86,665,661,209452
3002431,NBK_GCC_ARE,Ba2,IBG,1906058.54,Loan,0,0.0091,IBG,99553,4.44,402,535,908455
3002432,NBK_GCC_ARE,Baa3,IBG,923075.66,LineOfCredit,0,0.0046,IBG,39855,3.84,671,791,314997
3002434,NBK_GCC_ARE,Baa3,IBG,680735.19,LineOfCredit,0,0.0046,IBG,80014,5.48,444,650,306458
3002682,NBK_GCC_ARE,Ba1,IBG,2722940.78,LineOfCredit,0,0.0061,IBG,11152,5.75,376,971,782951
3002686,NBK_GCC_ARE,Baa3,IBG,30637.24,LineOfCredit,0,0.0045,IBG,84748,3.77,171,948,427783
3002705,NBK_GCC_ARE,Baa3,IBG,40000000,Loan,0,0.0042,IBG,40195,3.57,515,506,111871
3002706,NBK_GCC_ARE,Ba1,IBG,8849557.52,LineOfCredit,0,0.0062,IBG,40553,3.06,187,859,358959
3002726,NBK_GCC_ARE,Baa2,IBG,87125.39,LineOfCredit,0,0.0028,IBG,63886,5.29,623,620,80323
3002751,NBK_GCC_ARE,Ba2,IBG,30000000,LineOfCredit,0,0.0093,IBG,91561,5.1,351,802,675408
3002756,NBK_GCC_ARE,Ba1,IBG,1638743.84,LineOfCredit,0,0.0061,IBG,25771,5.42,622,725,766183
3002763,NBK_GCC_ARE,Baa3,IBG,17062499.99,Loan,0,0.0043,IBG,44324,4.33,259,570,371293
3002766,NBK_GCC_ARE,Ba2,IBG,13062500.05,LineOfCredit,0,0.009,IBG,10512,1.42,126,552,52091
3002767,NBK_GCC_ARE,Baa3,IBG,71779198,Loan,0,0.0042,IBG,82975,1.15,521,990,335329
3002768,NBK_GCC_ARE,Baa3,IBG,23333333.34,Loan,0,0.0041,IBG,58834,1.09,294,507,287930
3002774,NBK_GCC_ARE,Ba1,IBG,4283096.66,LineOfCredit,0,0.0062,IBG,39110,1.32,667,916,205808
3002780,NBK_GCC_ARE,Ba2,IBG,22848000,LineOfCredit,0,0.0092,IBG,29037,3.12,392,895,810139
3002834,NBK_GCC_ARE,Ba1,IBG,0,LineOfCredit,0,0.0068,IBG,25579,1.68,474,827,677112
3002835,NBK_GCC_ARE,Ba1,IBG,0,LineOfCredit,0,0.0068,IBG,44159,2.12,569,989,780861
3002837,NBK_GCC_ARE,Baa2,IBG,0,LineOfCredit,0,0.0041,IBG,30353,3.72,686,810,126771
3002839,NBK_GCC_ARE,Ba2,IBG,0,LineOfCredit,0,0.0041,IBG,91140,4.59,353,534,898176
3002843,NBK_GCC_ARE,Ba1,IBG,0,LineOfCredit,0,0.0046,IBG,41606,1.34,314,565,768877
3002853,NBK_GCC_ARE,Baa3,IBG,0,LineOfCredit,0,0.0028,IBG,67588,2.33,639,811,455815
3003206,NBK_GCC_ARE,Ba2,IBG,1021860.04,LineOfCredit,0,0.0075,IBG,60334,5.37,109,865,646231
3003211,NBK_GCC_ARE,Baa3,IBG,53697.05,LineOfCredit,0,0.0041,IBG,71069,1.31,523,871,34672
6002275,NBK_Kuwait,Baa3,IBG,17142857.15,LineOfCredit,0,0.0068,IBG,39674,4.59,355,992,147917
6002286,NBK_USA,Ba1,IBG,5454545.46,Loan,0,0.008,IBG,90635,1.83,424,600,279430
6002289,NBK_Kuwait,Ba2,IBG,2046669.26,Loan,0,0.0039,IBG,21831,2.47,190,906,597831
6002295,NBK_Kuwait,Baa3,IBG,8076923.08,Loan,0,0.0029,IBG,86864,2.16,617,737,575919
6002301,NBK_Kuwait,Baa3,IBG,14645890.14,Loan,0,0.0042,IBG,49979,3.93,211,831,591318
6002338,NBK_Kuwait,Ba2,IBG,2000000,LineOfCredit,0,0.0095,IBG,12702,2.83,248,920,752720
9004539,NBK_UK,Ba2,IBG,31733651,Loan,0,0.0068,IBG,62878,1.48,489,551,694358
1102407,NBK_USA,A1,IBG,28500000,Loan,0,0.0067,IBG,23642,3.67,226,863,822635
7002496,NBK_Kuwait,Ba2,IBG,2000,LineOfCredit,0,0.0087,IBG,14455,4.54,545,684,868311
9101450,NBK_EU,Ba1,IBG,12673279,LineOfCredit,0,0.0034,IBG,71839,4.62,526,514,863776
6002412,NBK_Kuwait,Ba1,IBG,10875000,Loan,0,0.0065,IBG,59857,3.93,188,981,990306
7002576,NBK_GCC,Baa3,IBG,27220.73,LineOfCredit,0,0.0043,IBG,50737,1.95,360,586,182799
8000621,NBK_USA,A3,IBG,7838050,LineOfCredit,0,0.0011,IBG,97317,2.01,359,707,931691
7002655,NBK_Kuwait,Ba2,IBG,500,LineOfCredit,0,0.0091,IBG,34971,3.95,462,796,52700
7002701,NBK_GCC,Ba2,IBG,7192892.79,Loan,0,0.0093,IBG,74454,5.61,678,927,739361
9004542,NBK_EU,Baa3,IBG,6979800,Loan,0,0.0024,IBG,87508,2.72,464,744,913920
1102428,NBK_USA,Baa2,IBG,6607202,LineOfCredit,0,0.0104,IBG,66390,5.06,501,689,396722
9004533,NBK_UK,Ba2,IBG,6485250,Loan,0,0.0111,IBG,81458,3.71,248,611,501073
9101406,NBK_EU,Ba2,IBG,5700170,Loan,0,0.0043,IBG,25597,3.57,182,990,373852
9004530,NBK_GCC_ARE,Baa3,IBG,2808262,Loan,0,0.0041,IBG,49909,5.79,271,623,585740
7002679,NBK_GCC,B3,IBG,2636478,LineOfCredit,0,0.04,IBG,48748,2.44,132,920,318629
9101392,NBK_UK,Baa3,IBG,2594100,Loan,0,0.0084,IBG,69361,3.57,676,716,326576
6002325,NBK_Kuwait,Ba2,IBG,2047485,LineOfCredit,0,0.01,IBG,90220,3.99,695,526,684419
9004593,NBK_UK,Ba2,IBG,2007584,LineOfCredit,0,0.0054,IBG,83782,5.57,439,852,165956
7002580,NBK_GCC,Ba2,IBG,1818180,Loan,0,0.0081,IBG,15119,2.89,403,587,87166
9101462,NBK_EU,Baa3,IBG,1243262,LineOfCredit,0,0.0019,IBG,19120,1.68,109,851,206440
9004676,NBK_EU,Ba2,IBG,322092,LineOfCredit,0,0.0037,IBG,23992,2.88,417,506,367409
9004531,NBK_UK,Ba1,IBG,319149,LineOfCredit,0,0.0038,IBG,98037,4.93,132,645,534056
9004612,NBK_GCC_ARE,Ba1,IBG,299470,LineOfCredit,0,0.006,IBG,73231,4.52,344,884,650161
9101535,NBK_EU,Baa2,IBG,254190,LineOfCredit,0,0.0013,IBG,14055,4.62,599,983,235685
7002597,NBK_GCC,Baa3,IBG,226283,Loan,0,0.0041,IBG,26280,2.94,478,970,296603
9101335,NBK_GCC_BHR,Ba1,IBG,211955,CRE,0,0.0079,IBG,41627,5.84,572,653,557176
9005195,NBK_UK,Ba1,IBG,133353,LineOfCredit,0,0.0037,IBG,82233,1.44,162,775,229193
6002419,NBK_GCC_ARE,Ba1,IBG,100000,LineOfCredit,0,0.0056,IBG,42931,1.45,193,738,256248
9004624,NBK_EU,A1,IBG,98405,LineOfCredit,0,0.0002,IBG,96880,3.02,298,621,930924
7002447,NBK_GCC,Ba2,IBG,81341,CRE,0,0.0085,IBG,96305,1.05,335,639,676476
1102427,NBK_USA,Baa2,IBG,79286,LineOfCredit,0,0.0106,IBG,83005,4.44,435,799,277403
9004609,NBK_EU,Baa3,IBG,380646,LineOfCredit,0,0.002,IBG,50307,1.03,468,916,385679
6002423,NBK_EU,Baa2,IBG,0,LineOfCredit,0,0.0013,IBG,15438,1.36,395,729,530742
6002288,NBK_Kuwait,Ba2,IBG,0,LineOfCredit,0,0.0099,IBG,65970,5.32,458,526,923182
9004766,NBK_USA,B2,IBG,0,LoanCommitment,0,0.014,IBG,95271,4.33,171,574,606062
2000090,NBK_GCC,B3,IBG,53447.6,LineOfCredit,0,0.0398,IBG,35606,3.32,547,696,590461
2000061,NBK_GCC,Ba1,IBG,200956.07,LineOfCredit,0,0.0063,IBG,89814,3.73,317,825,737991
5000406,NBK_GCC_SAU,Ba1,IBG,364110.03,Loan,0,0.0047,IBG,96336,3.2,582,911,41912
5000427,NBK_GCC_SAU,Ba2,IBG,653333.33,Loan,0,0.0074,IBG,87330,3.59,160,837,203568
5000463,NBK_GCC_SAU,Ba2,IBG,165792.99,Loan,0,0.0073,IBG,25743,5.44,602,641,511158
5000471,NBK_GCC_SAU,Baa3,IBG,2666666.67,Loan,0,0.0058,IBG,89531,4.67,178,562,712854
5000474,NBK_GCC_SAU,Ba2,IBG,1173333.33,Loan,0,0.0082,IBG,99546,5.21,157,509,895719
5000538,NBK_GCC_SAU,Ba2,IBG,47058823.54,Loan,0,0.0079,IBG,60363,3.79,113,610,773699
5000552,NBK_GCC_SAU,Ba2,IBG,11481481.49,Loan,0,0.0081,IBG,70718,1.58,206,982,930811
5000662,NBK_GCC_SAU,Baa3,IBG,50900000,Loan,0,0.0036,IBG,88774,3.55,572,849,110476
5000663,NBK_GCC_SAU,Ba2,IBG,17000000,Loan,0,0.0077,IBG,71171,3.55,650,940,145191
5000665,NBK_GCC_SAU,Ba2,IBG,24037992,Loan,0,0.0076,IBG,37545,3.54,430,623,118786
5000667,NBK_GCC_SAU,Ba2,IBG,5833333.35,Loan,0,0.0077,IBG,72123,4.85,421,858,694272
5000674,NBK_GCC_SAU,Ba2,IBG,50000000,Loan,0,0.0077,IBG,58742,1.68,609,665,530737
5000686,NBK_GCC_SAU,Ba2,IBG,15625000,Loan,0,0.0077,IBG,85800,5.82,188,604,13111
5000687,NBK_GCC_SAU,Ba2,IBG,830137.87,Loan,0,0.0075,IBG,36647,4.81,230,909,48257
5000738,NBK_GCC_SAU,Baa3,IBG,700761.6,Loan,0,0.0034,IBG,42338,3.05,166,559,448264
5000785,NBK_GCC_SAU,Ba1,IBG,0,LoanCommitment,0,0.0068,IBG,39185,2.74,176,972,972229
5000820,NBK_GCC_SAU,Ba2,IBG,0.01,LineOfCredit,0,0.0072,IBG,14046,4.42,444,994,592697
5000874,NBK_GCC_SAU,Ba1,IBG,103911.47,LineOfCredit,0,0.0068,IBG,33088,4.81,469,704,227382
5000875,NBK_GCC_SAU,Ba1,IBG,8000000,LineOfCredit,0,0.0049,IBG,57898,2.45,628,852,79339
5000886,NBK_GCC_SAU,Ba1,IBG,318986.67,LineOfCredit,0,0.0068,IBG,12903,2.53,434,719,568737
5000888,NBK_GCC_SAU,Ba1,IBG,246617.07,LineOfCredit,0,0.0068,IBG,97025,1.22,683,573,904815
5000889,NBK_GCC_SAU,Baa3,IBG,3395981.11,LineOfCredit,0,0.0061,IBG,77942,1.9,575,914,979738
5000891,NBK_GCC_SAU,Ba1,IBG,797004.8,LineOfCredit,0,0.0068,IBG,12210,5.68,433,850,752821
5000892,NBK_GCC_SAU,Ba2,IBG,35199243.48,LineOfCredit,0,0.0075,IBG,83587,4.28,258,876,623381
5000895,NBK_GCC_SAU,Baa3,IBG,49333.33,LineOfCredit,0,0.0033,IBG,11049,5.85,223,962,897582
5000901,NBK_GCC_SAU,Ba2,IBG,235077.33,LineOfCredit,0,0.0072,IBG,50441,4.25,104,855,441641
5000902,NBK_GCC_SAU,Ba2,IBG,163429.55,LineOfCredit,0,0.0072,IBG,89703,5.15,647,931,413126
5000904,NBK_GCC_SAU,Ba2,IBG,116000.73,LineOfCredit,0,0.0072,IBG,77017,1.57,508,627,575933
5000907,NBK_GCC_SAU,Ba1,IBG,2693333.33,LineOfCredit,0,0.0068,IBG,55087,2.7,684,517,426868
5000908,NBK_GCC_SAU,Ba2,IBG,0,LineOfCredit,0,0.008,IBG,38298,5.65,513,992,253324
5000923,NBK_GCC_SAU,Ba2,IBG,0,LineOfCredit,0,0.0072,IBG,62000,1.8,341,662,541122
5000968,NBK_GCC_SAU,Ba2,IBG,0,LineOfCredit,0,0.0068,IBG,78221,5.41,619,842,571826
5000990,NBK_GCC_SAU,Ba1,IBG,0,LoanCommitment,0,0.0068,IBG,38084,5.14,292,685,608133
5000993,NBK_GCC_SAU,Ba1,IBG,0,LineOfCredit,0,0.0068,IBG,90242,5.25,621,672,50546
5001003,NBK_GCC_SAU,Ba2,IBG,0,LoanCommitment,0,0.0072,IBG,53510,3.06,572,537,912914
1002450,NBK_Kuwait,Baa3,IBG,0,LineOfCredit,0,0.0042,IBG,55949,5.56,208,754,83862
1002357,NBK_Kuwait,Baa3,IBG,21506896.55,LineOfCredit,0,0.0073,IBG,73100,5.26,656,573,876392
1002458,NBK_Kuwait,Baa3,IBG,61942639.24,LineOfCredit,0,0.0074,IBG,83628,4.31,642,958,97182
1002269,NBK_Kuwait,Ba1,IBG,26428859.42,Loan,0,0.0086,IBG,83171,5.08,252,730,265976
1002271,NBK_Kuwait,Ba1,IBG,408548.88,Loan,0,0.0064,IBG,12958,5.44,164,817,282420
1002464,NBK_GCC_BHR,Baa3,IBG,0,LineOfCredit,0,0.0042,IBG,36750,5.79,320,508,24693
